WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Agustus
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;805
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit Infeksi dan parasit;326
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Neoplasma;10
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Endokrin, nutrisi dan gangguan metabolik;110
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Gangguan jiwa dan perilaku;15
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit yang mengenai sistem syaraf;17
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit mata dan adnexa;55
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit telinga dan mastoid;61
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem sirkulasi;73
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem pernafasan;997
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem pencernaan;500
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada kulit dan jaringan subcutaneous;202
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem musculoskletal;232
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem saluran kemih dan genital;43
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Kehamilan dan kelahiran;4
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Keadaan yang berasal dari periode perinatal;5
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;112
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Keracunan, cedera dan beberapa penyebab yang dari luar;34
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyebab morbiditas dan kematian eksternal;0
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;507
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit Infeksi dan parasit;206
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Neoplasma;12
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Endokrin, nutrisi dan gangguan metabolik;97
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Gangguan jiwa dan perilaku;5
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit yang mengenai sistem syaraf;40
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit mata dan adnexa;51
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit telinga dan mastoid;63
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem sirkulasi;102
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem pernafasan;856
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem pencernaan;579
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada kulit dan jaringan subcutaneous;116
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem musculoskletal;237
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem saluran kemih dan genital;41
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Kehamilan dan kelahiran;24
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Keadaan yang berasal dari periode perinatal;3
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;125
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Keracunan, cedera dan beberapa penyebab yang dari luar;66
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;538
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit Infeksi dan parasit;185
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Neoplasma;10
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Endokrin, nutrisi dan gangguan metabolik;35
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Gangguan jiwa dan perilaku;28
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit yang mengenai sistem syaraf;31
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit mata dan adnexa;10
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit telinga dan mastoid;35
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem sirkulasi;43
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem pernafasan;935
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem pencernaan;534
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada kulit dan jaringan subcutaneous;134
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem musculoskletal;154
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem saluran kemih dan genital;41
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Kehamilan dan kelahiran;7
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Keadaan yang berasal dari periode perinatal;2
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;175
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Keracunan, cedera dan beberapa penyebab yang dari luar;80
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;262
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit Infeksi dan parasit;73
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Neoplasma;6
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Endokrin, nutrisi dan gangguan metabolik;29
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Gangguan jiwa dan perilaku;2
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit yang mengenai sistem syaraf;5
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit mata dan adnexa;47
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit telinga dan mastoid;17
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem sirkulasi;35
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem pernafasan;208
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem pencernaan;356
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada kulit dan jaringan subcutaneous;27
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem musculoskletal;63
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem saluran kemih dan genital;11
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Kehamilan dan kelahiran;2
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Keadaan yang berasal dari periode perinatal;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;33
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Keracunan, cedera dan beberapa penyebab yang dari luar;13
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyebab morbiditas dan kematian eksternal;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;354
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit Infeksi dan parasit;118
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Neoplasma;21
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Endokrin, nutrisi dan gangguan metabolik;104
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Gangguan jiwa dan perilaku;15
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit yang mengenai sistem syaraf;6
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit mata dan adnexa;125
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit telinga dan mastoid;26
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem sirkulasi;49
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem pernafasan;491
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem pencernaan;365
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada kulit dan jaringan subcutaneous;109
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem musculoskletal;168
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem saluran kemih dan genital;17
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Kehamilan dan kelahiran;2
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Keadaan yang berasal dari periode perinatal;5
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;223
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Keracunan, cedera dan beberapa penyebab yang dari luar;53
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;268
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit Infeksi dan parasit;335
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Neoplasma;21
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;17
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Endokrin, nutrisi dan gangguan metabolik;141
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Gangguan jiwa dan perilaku;51
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit yang mengenai sistem syaraf;65
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit mata dan adnexa;27
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit telinga dan mastoid;56
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem sirkulasi;129
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem pernafasan;1.071
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem pencernaan;598
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada kulit dan jaringan subcutaneous;162
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem musculoskletal;320
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem saluran kemih dan genital;44
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Kehamilan dan kelahiran;10
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Keadaan yang berasal dari periode perinatal;5
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;232
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Keracunan, cedera dan beberapa penyebab yang dari luar;62
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyebab morbiditas dan kematian eksternal;1
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;912
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit Infeksi dan parasit;64
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Neoplasma;7
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;10
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Endokrin, nutrisi dan gangguan metabolik;41
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Gangguan jiwa dan perilaku;22
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit yang mengenai sistem syaraf;20
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit mata dan adnexa;54
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit telinga dan mastoid;27
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem sirkulasi;29
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem pernafasan;268
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem pencernaan;376
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada kulit dan jaringan subcutaneous;37
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem musculoskletal;66
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem saluran kemih dan genital;12
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Kehamilan dan kelahiran;3
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Keadaan yang berasal dari periode perinatal;0
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;78
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Keracunan, cedera dan beberapa penyebab yang dari luar;13
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyebab morbiditas dan kematian eksternal;3
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;189
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit Infeksi dan parasit;102
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Neoplasma;24
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Endokrin, nutrisi dan gangguan metabolik;65
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Gangguan jiwa dan perilaku;5
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit yang mengenai sistem syaraf;19
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit mata dan adnexa;69
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit telinga dan mastoid;30
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem sirkulasi;65
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem pernafasan;446
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem pencernaan;389
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada kulit dan jaringan subcutaneous;83
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem musculoskletal;121
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem saluran kemih dan genital;23
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Kehamilan dan kelahiran;7
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Keadaan yang berasal dari periode perinatal;1
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;97
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Keracunan, cedera dan beberapa penyebab yang dari luar;40
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyebab morbiditas dan kematian eksternal;1
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;665
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit Infeksi dan parasit;163
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Neoplasma;14
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Endokrin, nutrisi dan gangguan metabolik;80
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Gangguan jiwa dan perilaku;13
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit yang mengenai sistem syaraf;24
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit mata dan adnexa;33
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit telinga dan mastoid;39
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem sirkulasi;91
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem pernafasan;812
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem pencernaan;226
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada kulit dan jaringan subcutaneous;117
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem musculoskletal;158
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem saluran kemih dan genital;36
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Kehamilan dan kelahiran;66
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Keadaan yang berasal dari periode perinatal;7
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;111
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Keracunan, cedera dan beberapa penyebab yang dari luar;83
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyebab morbiditas dan kematian eksternal;1
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;642
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit Infeksi dan parasit;153
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Neoplasma;6
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Endokrin, nutrisi dan gangguan metabolik;23
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Gangguan jiwa dan perilaku;13
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit yang mengenai sistem syaraf;74
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit mata dan adnexa;68
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit telinga dan mastoid;55
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem sirkulasi;50
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem pernafasan;824
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem pencernaan;519
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada kulit dan jaringan subcutaneous;130
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem musculoskletal;192
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem saluran kemih dan genital;35
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Kehamilan dan kelahiran;14
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Keadaan yang berasal dari periode perinatal;3
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;88
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Keracunan, cedera dan beberapa penyebab yang dari luar;71
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyebab morbiditas dan kematian eksternal;4
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.054
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit Infeksi dan parasit;82
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Neoplasma;13
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Endokrin, nutrisi dan gangguan metabolik;43
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Gangguan jiwa dan perilaku;9
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit yang mengenai sistem syaraf;17
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit mata dan adnexa;90
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit telinga dan mastoid;48
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem sirkulasi;34
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem pernafasan;450
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem pencernaan;347
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada kulit dan jaringan subcutaneous;64
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem musculoskletal;92
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem saluran kemih dan genital;19
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Kehamilan dan kelahiran;7
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Keadaan yang berasal dari periode perinatal;1
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;129
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Keracunan, cedera dan beberapa penyebab yang dari luar;15
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;141
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit Infeksi dan parasit;292
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Neoplasma;27
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Endokrin, nutrisi dan gangguan metabolik;65
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Gangguan jiwa dan perilaku;20
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit yang mengenai sistem syaraf;15
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit mata dan adnexa;0
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit telinga dan mastoid;63
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem sirkulasi;105
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem pernafasan;1.065
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem pencernaan;487
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada kulit dan jaringan subcutaneous;131
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem musculoskletal;256
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem saluran kemih dan genital;49
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Kehamilan dan kelahiran;27
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Keadaan yang berasal dari periode perinatal;4
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;86
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Keracunan, cedera dan beberapa penyebab yang dari luar;36
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;287
