WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Juli
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyebab morbiditas dan kematian eksternal;3
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;951
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit Infeksi dan parasit;318
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Neoplasma;5
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Endokrin, nutrisi dan gangguan metabolik;109
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Gangguan jiwa dan perilaku;30
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit yang mengenai sistem syaraf;14
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit mata dan adnexa;119
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit telinga dan mastoid;57
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem sirkulasi;129
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem pernafasan;848
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem pencernaan;490
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada kulit dan jaringan subcutaneous;226
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem musculoskletal;261
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem saluran kemih dan genital;38
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Kehamilan dan kelahiran;5
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Keadaan yang berasal dari periode perinatal;2
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;63
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Keracunan, cedera dan beberapa penyebab yang dari luar;48
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyebab morbiditas dan kematian eksternal;2
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;614
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit Infeksi dan parasit;216
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Neoplasma;25
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Endokrin, nutrisi dan gangguan metabolik;133
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Gangguan jiwa dan perilaku;17
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit yang mengenai sistem syaraf;28
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit mata dan adnexa;47
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit telinga dan mastoid;102
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem sirkulasi;118
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem pernafasan;728
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem pencernaan;665
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada kulit dan jaringan subcutaneous;152
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem musculoskletal;262
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem saluran kemih dan genital;38
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Kehamilan dan kelahiran;18
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Keadaan yang berasal dari periode perinatal;5
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;174
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Keracunan, cedera dan beberapa penyebab yang dari luar;73
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;651
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit Infeksi dan parasit;168
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Neoplasma;19
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Endokrin, nutrisi dan gangguan metabolik;80
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Gangguan jiwa dan perilaku;25
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit yang mengenai sistem syaraf;27
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit mata dan adnexa;13
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit telinga dan mastoid;54
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem sirkulasi;52
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem pernafasan;615
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem pencernaan;468
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada kulit dan jaringan subcutaneous;127
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem musculoskletal;119
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem saluran kemih dan genital;39
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Kehamilan dan kelahiran;5
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Keadaan yang berasal dari periode perinatal;1
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;128
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Keracunan, cedera dan beberapa penyebab yang dari luar;56
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyebab morbiditas dan kematian eksternal;2
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;318
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit Infeksi dan parasit;47
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Neoplasma;2
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Endokrin, nutrisi dan gangguan metabolik;30
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Gangguan jiwa dan perilaku;3
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit yang mengenai sistem syaraf;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit mata dan adnexa;63
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit telinga dan mastoid;11
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem sirkulasi;28
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem pernafasan;185
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem pencernaan;360
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada kulit dan jaringan subcutaneous;45
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem musculoskletal;95
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem saluran kemih dan genital;4
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Kehamilan dan kelahiran;2
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Keadaan yang berasal dari periode perinatal;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;55
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Keracunan, cedera dan beberapa penyebab yang dari luar;6
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyebab morbiditas dan kematian eksternal;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;310
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit Infeksi dan parasit;105
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Neoplasma;12
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Endokrin, nutrisi dan gangguan metabolik;81
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Gangguan jiwa dan perilaku;14
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit yang mengenai sistem syaraf;15
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit mata dan adnexa;115
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit telinga dan mastoid;25
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem sirkulasi;54
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem pernafasan;364
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem pencernaan;403
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada kulit dan jaringan subcutaneous;99
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem musculoskletal;151
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem saluran kemih dan genital;21
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Kehamilan dan kelahiran;2
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Keadaan yang berasal dari periode perinatal;11
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;163
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Keracunan, cedera dan beberapa penyebab yang dari luar;25
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;321
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit Infeksi dan parasit;308
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Neoplasma;15
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;11
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Endokrin, nutrisi dan gangguan metabolik;203
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Gangguan jiwa dan perilaku;54
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit yang mengenai sistem syaraf;98
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit mata dan adnexa;30
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit telinga dan mastoid;51
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem sirkulasi;165
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem pernafasan;759
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem pencernaan;558
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada kulit dan jaringan subcutaneous;188
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem musculoskletal;271
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem saluran kemih dan genital;70
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Kehamilan dan kelahiran;3
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Keadaan yang berasal dari periode perinatal;3
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Malformasi kongenital, deformasi dan kelainan chromosom;8
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;230
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Keracunan, cedera dan beberapa penyebab yang dari luar;58
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyebab morbiditas dan kematian eksternal;3
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;993
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit Infeksi dan parasit;73
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Neoplasma;6
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;11
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Endokrin, nutrisi dan gangguan metabolik;32
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Gangguan jiwa dan perilaku;13
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit yang mengenai sistem syaraf;29
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit mata dan adnexa;101
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit telinga dan mastoid;26
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem sirkulasi;56
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem pernafasan;164
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem pencernaan;470
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada kulit dan jaringan subcutaneous;51
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem musculoskletal;81
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem saluran kemih dan genital;18
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Kehamilan dan kelahiran;3
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Keadaan yang berasal dari periode perinatal;0
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;47
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Keracunan, cedera dan beberapa penyebab yang dari luar;14
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyebab morbiditas dan kematian eksternal;2
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;261
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit Infeksi dan parasit;150
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Neoplasma;17
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Endokrin, nutrisi dan gangguan metabolik;85
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Gangguan jiwa dan perilaku;11
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit yang mengenai sistem syaraf;31
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit mata dan adnexa;76
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit telinga dan mastoid;38
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem sirkulasi;115
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem pernafasan;443
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem pencernaan;448
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada kulit dan jaringan subcutaneous;98
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem musculoskletal;170
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem saluran kemih dan genital;58
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Kehamilan dan kelahiran;8
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Keadaan yang berasal dari periode perinatal;0
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;114
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Keracunan, cedera dan beberapa penyebab yang dari luar;62
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyebab morbiditas dan kematian eksternal;0
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;768
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit Infeksi dan parasit;153
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Neoplasma;8
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Endokrin, nutrisi dan gangguan metabolik;52
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Gangguan jiwa dan perilaku;17
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit yang mengenai sistem syaraf;23
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit mata dan adnexa;46
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit telinga dan mastoid;47
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem sirkulasi;79
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem pernafasan;563
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem pencernaan;249
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada kulit dan jaringan subcutaneous;117
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem musculoskletal;110
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem saluran kemih dan genital;25
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Kehamilan dan kelahiran;65
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Keadaan yang berasal dari periode perinatal;3
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;109
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Keracunan, cedera dan beberapa penyebab yang dari luar;47
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyebab morbiditas dan kematian eksternal;1
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;438
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit Infeksi dan parasit;147
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Neoplasma;10
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Endokrin, nutrisi dan gangguan metabolik;46
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Gangguan jiwa dan perilaku;32
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit yang mengenai sistem syaraf;68
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit mata dan adnexa;63
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit telinga dan mastoid;74
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem sirkulasi;65
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem pernafasan;568
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem pencernaan;532
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada kulit dan jaringan subcutaneous;125
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem musculoskletal;170
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem saluran kemih dan genital;50
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Kehamilan dan kelahiran;14
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Keadaan yang berasal dari periode perinatal;9
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;93
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Keracunan, cedera dan beberapa penyebab yang dari luar;57
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyebab morbiditas dan kematian eksternal;2
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;767
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit Infeksi dan parasit;73
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Neoplasma;5
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Endokrin, nutrisi dan gangguan metabolik;45
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Gangguan jiwa dan perilaku;8
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit yang mengenai sistem syaraf;18
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit mata dan adnexa;100
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit telinga dan mastoid;21
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem sirkulasi;26
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem pernafasan;226
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem pencernaan;340
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada kulit dan jaringan subcutaneous;73
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem musculoskletal;88
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem saluran kemih dan genital;26
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Kehamilan dan kelahiran;6
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Keadaan yang berasal dari periode perinatal;1
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;98
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Keracunan, cedera dan beberapa penyebab yang dari luar;26
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;131
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit Infeksi dan parasit;286
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Neoplasma;32
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Endokrin, nutrisi dan gangguan metabolik;51
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Gangguan jiwa dan perilaku;10
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit yang mengenai sistem syaraf;22
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit mata dan adnexa;0
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit telinga dan mastoid;61
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem sirkulasi;103
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem pernafasan;941
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem pencernaan;559
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada kulit dan jaringan subcutaneous;165
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem musculoskletal;224
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem saluran kemih dan genital;51
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Kehamilan dan kelahiran;33
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Keadaan yang berasal dari periode perinatal;3
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;72
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Keracunan, cedera dan beberapa penyebab yang dari luar;68
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;335
