WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Oktober
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;854
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit Infeksi dan parasit;356
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Neoplasma;12
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Endokrin, nutrisi dan gangguan metabolik;94
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Gangguan jiwa dan perilaku;19
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit yang mengenai sistem syaraf;14
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit mata dan adnexa;85
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit telinga dan mastoid;65
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem sirkulasi;97
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem pernafasan;889
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem pencernaan;503
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada kulit dan jaringan subcutaneous;289
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem musculoskletal;295
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem saluran kemih dan genital;39
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Kehamilan dan kelahiran;9
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Keadaan yang berasal dari periode perinatal;3
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;117
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Keracunan, cedera dan beberapa penyebab yang dari luar;36
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyebab morbiditas dan kematian eksternal;1
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;635
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit Infeksi dan parasit;172
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Neoplasma;15
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Endokrin, nutrisi dan gangguan metabolik;100
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Gangguan jiwa dan perilaku;13
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit yang mengenai sistem syaraf;59
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit mata dan adnexa;75
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit telinga dan mastoid;48
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem sirkulasi;95
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem pernafasan;572
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem pencernaan;663
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada kulit dan jaringan subcutaneous;116
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem musculoskletal;189
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem saluran kemih dan genital;36
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Kehamilan dan kelahiran;20
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Keadaan yang berasal dari periode perinatal;5
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;89
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Keracunan, cedera dan beberapa penyebab yang dari luar;59
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.127
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit Infeksi dan parasit;168
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Neoplasma;16
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Endokrin, nutrisi dan gangguan metabolik;33
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Gangguan jiwa dan perilaku;47
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit yang mengenai sistem syaraf;31
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit mata dan adnexa;13
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit telinga dan mastoid;68
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem sirkulasi;54
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem pernafasan;979
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem pencernaan;589
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada kulit dan jaringan subcutaneous;149
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem musculoskletal;135
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem saluran kemih dan genital;47
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Kehamilan dan kelahiran;5
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Keadaan yang berasal dari periode perinatal;2
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;123
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Keracunan, cedera dan beberapa penyebab yang dari luar;74
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyebab morbiditas dan kematian eksternal;4
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;277
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit Infeksi dan parasit;44
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Neoplasma;4
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Endokrin, nutrisi dan gangguan metabolik;31
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Gangguan jiwa dan perilaku;2
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit yang mengenai sistem syaraf;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit mata dan adnexa;72
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit telinga dan mastoid;10
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem sirkulasi;31
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem pernafasan;113
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem pencernaan;342
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada kulit dan jaringan subcutaneous;7
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem musculoskletal;38
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem saluran kemih dan genital;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Kehamilan dan kelahiran;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Keadaan yang berasal dari periode perinatal;2
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;21
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Keracunan, cedera dan beberapa penyebab yang dari luar;7
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;375
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit Infeksi dan parasit;148
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Neoplasma;25
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Endokrin, nutrisi dan gangguan metabolik;144
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Gangguan jiwa dan perilaku;17
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit yang mengenai sistem syaraf;23
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit mata dan adnexa;149
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit telinga dan mastoid;56
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem sirkulasi;79
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem pernafasan;505
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem pencernaan;437
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada kulit dan jaringan subcutaneous;147
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem musculoskletal;225
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem saluran kemih dan genital;47
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Kehamilan dan kelahiran;2
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Keadaan yang berasal dari periode perinatal;2
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;290
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Keracunan, cedera dan beberapa penyebab yang dari luar;39
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;296
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit Infeksi dan parasit;491
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Neoplasma;27
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;22
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Endokrin, nutrisi dan gangguan metabolik;183
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Gangguan jiwa dan perilaku;50
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit yang mengenai sistem syaraf;104
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit mata dan adnexa;34
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit telinga dan mastoid;86
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem sirkulasi;150
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem pernafasan;930
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem pencernaan;623
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada kulit dan jaringan subcutaneous;190
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem musculoskletal;368
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem saluran kemih dan genital;63
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Kehamilan dan kelahiran;19
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Keadaan yang berasal dari periode perinatal;5
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;223
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Keracunan, cedera dan beberapa penyebab yang dari luar;61
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyebab morbiditas dan kematian eksternal;2
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.166
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit Infeksi dan parasit;77
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Neoplasma;10
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Endokrin, nutrisi dan gangguan metabolik;43
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Gangguan jiwa dan perilaku;44
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit yang mengenai sistem syaraf;21
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit mata dan adnexa;65
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit telinga dan mastoid;44
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem sirkulasi;31
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem pernafasan;276
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem pencernaan;476
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada kulit dan jaringan subcutaneous;60
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem musculoskletal;73
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem saluran kemih dan genital;23
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Kehamilan dan kelahiran;8
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Keadaan yang berasal dari periode perinatal;0
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;115
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Keracunan, cedera dan beberapa penyebab yang dari luar;27
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyebab morbiditas dan kematian eksternal;2
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;300
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit Infeksi dan parasit;92
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Neoplasma;28
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Endokrin, nutrisi dan gangguan metabolik;69
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Gangguan jiwa dan perilaku;10
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit yang mengenai sistem syaraf;19
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit mata dan adnexa;100
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit telinga dan mastoid;38
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem sirkulasi;56
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem pernafasan;372
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem pencernaan;442
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada kulit dan jaringan subcutaneous;83
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem musculoskletal;141
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem saluran kemih dan genital;38
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Kehamilan dan kelahiran;15
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Keadaan yang berasal dari periode perinatal;2
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;119
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Keracunan, cedera dan beberapa penyebab yang dari luar;52
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyebab morbiditas dan kematian eksternal;0
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;802
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit Infeksi dan parasit;151
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Neoplasma;25
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Endokrin, nutrisi dan gangguan metabolik;115
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Gangguan jiwa dan perilaku;17
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit yang mengenai sistem syaraf;30
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit mata dan adnexa;43
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit telinga dan mastoid;64
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem sirkulasi;96
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem pernafasan;747
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem pencernaan;219
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada kulit dan jaringan subcutaneous;138
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem musculoskletal;172
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem saluran kemih dan genital;46
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Kehamilan dan kelahiran;71
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Keadaan yang berasal dari periode perinatal;8
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Malformasi kongenital, deformasi dan kelainan chromosom;4
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;163
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Keracunan, cedera dan beberapa penyebab yang dari luar;63
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyebab morbiditas dan kematian eksternal;5
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;633
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit Infeksi dan parasit;209
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Neoplasma;9
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;8
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Endokrin, nutrisi dan gangguan metabolik;45
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Gangguan jiwa dan perilaku;26
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit yang mengenai sistem syaraf;76
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit mata dan adnexa;63
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit telinga dan mastoid;60
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem sirkulasi;44
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem pernafasan;628
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem pencernaan;644
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada kulit dan jaringan subcutaneous;145
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem musculoskletal;202
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem saluran kemih dan genital;51
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Kehamilan dan kelahiran;17
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Keadaan yang berasal dari periode perinatal;8
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;105
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Keracunan, cedera dan beberapa penyebab yang dari luar;75
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyebab morbiditas dan kematian eksternal;2
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.068
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit Infeksi dan parasit;92
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Neoplasma;11
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Endokrin, nutrisi dan gangguan metabolik;50
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Gangguan jiwa dan perilaku;21
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit yang mengenai sistem syaraf;25
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit mata dan adnexa;128
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit telinga dan mastoid;48
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem sirkulasi;40
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem pernafasan;325
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem pencernaan;457
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada kulit dan jaringan subcutaneous;74
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem musculoskletal;126
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem saluran kemih dan genital;27
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Kehamilan dan kelahiran;12
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Keadaan yang berasal dari periode perinatal;1
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;157
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Keracunan, cedera dan beberapa penyebab yang dari luar;23
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;187
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit Infeksi dan parasit;318
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Neoplasma;33
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Endokrin, nutrisi dan gangguan metabolik;74
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Gangguan jiwa dan perilaku;8
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit yang mengenai sistem syaraf;22
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit mata dan adnexa;0
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit telinga dan mastoid;71
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem sirkulasi;103
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem pernafasan;821
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem pencernaan;676
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada kulit dan jaringan subcutaneous;167
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem musculoskletal;243
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem saluran kemih dan genital;71
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Kehamilan dan kelahiran;37
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Keadaan yang berasal dari periode perinatal;7
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Malformasi kongenital, deformasi dan kelainan chromosom;5
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;101
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Keracunan, cedera dan beberapa penyebab yang dari luar;73
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;311
